#,book_name,reviewer_anonymous,reviewer_rating,review_description,date,cleaned_review
0,The Woman in Me,6ce3606d5be9785bcd9b10b844b98cf3b337b7a97a7f9c66666e5dd9ec100edb,4,"I'm only a third way in. Shipped lightening fast.The print quality of the book is very good. I like the rose and the purple foil, they captured her taste here and will look bomb on my bookshelf.As for the writing it's good. Amazing, no. But they painted an incredible picture of her life. Much better writing than I thought to be honest. I was expecting more scattered blurbs throughout the book but the way it's presented does honor her experience, and sounds like her up to an extent. Now, I do think the ghost writer went verbose in some areas that were unnecessary which derailed her voice in my head but I imagine getting the whole picture would be difficult.I was hoping for a thicker book as she's been through a lot. So I am a bit disappointed at that but nevertheless it's an interesting read thus far.As for Britney's life story. I have to say they were smart in starting with her lineage and she didn't hold back keeping her family accountable from the gate. Good on her for having conviction.I suddenly found myself understanding little quirks, connecting the dots, certain things would suddenly click in my head. For example her British accent and her relationship with a lynchpin matriarch elder.Very cool build up. Laying the ground work for her future decisions by presenting us with complex childhood family dynamics really has me understanding her choices and quirks much better than I ever realized I needed to be deep in thought of.Sometimes we judge from a place of pity or outsider perspective instead of compassion. Now I see the soft gentle feminine side of her mindset that we knew when she was younger start to peek through the pages. It's that sweet part of her soul that she doesn't show much nowadays, for good reason of course as she's been deeply hurt and damaged by other's greed, but that delicate nature is part of why most of us were charmed by her. I hope she finds her way back one day.She's been through a lot and I found myself relating to things she'd been through, and feeling deeply saddened by her sense of insecurity in childhood. Her insights correlate along with many of my own life experiences and traumas. I was taken aback by her growth in reflection, as one would believe anger would be the easy way to portray her story, not the case here, it's her appreciation for her past that has earned my deep respect beyond what I thought I had possessed prior to reading.Her story with her brother was touching and softened my distain for his participation in the matter of handling her affairs. Although I hope he is held accountable someday. It shows how loving and innocent she was and how grave a loss she has suffered, for it is those who are selfless that don't speak up only to suffer the most.Such a contrast to the presentation of her character in the media. Thus far this book is an excellent read!------ To be Continued* I'm looking forward to reading through this book in it's entirety and will update when I'm done. One star for the writing not sounding like her in some places. I will change accordingly.",26-10-2023,im third way shipped lightening fastthe print quality book good like rose purple foil captured taste look bomb bookshelfas writing good amazing painted incredible picture life much better writing thought honest expecting scattered blurb throughout book way presented honor experience sound like extent think ghost writer went verbose area unnecessary derailed voice head imagine getting whole picture would difficulti hoping thicker book shes lot bit disappointed nevertheless interesting read thus faras britneys life story say smart starting lineage didnt hold back keeping family accountable gate good convictioni suddenly found understanding little quirk connecting dot certain thing would suddenly click head example british accent relationship lynchpin matriarch eldervery cool build laying ground work future decision presenting u complex childhood family dynamic really understanding choice quirk much better ever realized needed deep thought ofsometimes judge place pity outsider perspective instead compassion see soft gentle feminine side mindset knew younger start peek page sweet part soul doesnt show much nowadays good reason course shes deeply hurt damaged others greed delicate nature part u charmed hope find way back one dayshes lot found relating thing shed feeling deeply saddened sense insecurity childhood insight correlate along many life experience trauma taken aback growth reflection one would believe anger would easy way portray story case appreciation past earned deep respect beyond thought possessed prior readingher story brother touching softened distain participation matter handling affair although hope held accountable someday show loving innocent grave loss suffered selfless dont speak suffer mostsuch contrast presentation character medium thus far book excellent read continued im looking forward reading book entirety update im done one star writing sounding like place change accordingly
1,The Woman in Me,243aa726ab7df2a7630a3a36c7d3a12f14e9d80cd3ab83c084c128597dc89f38,5,"""There have been so many times when I was scared to speak up because I was afraid somebody would think I was crazy. But I've learned that lesson now, the hard way. You have to speak the thing that you're feeling, even if it scares you. You have to tell your story. You have to raise your voice.""What a heartbreaking story. Whatever you feel about Britney this memoir makes you understand and have empathy for all the things that have made headlines in her life. It took me a little bit to get into it because though people believed this was going to be ghostwritten, I believe the editors tried to keep it raw and in her voice so it does jump around a little bit and the flow can be off, but it feels authentically Britney. I got to a point where I couldn't put it down...and then there were parts I had to put it down because it was very difficult to read what she went through.I don't think I will look at any of her past interviews or performances the same and I wish her the best.In speaking of when her family forced her into a mental health facility after refusing to do a second tour in Vegas and wanting to change up dance moves in a performance:""God must have been with me through that period of time. Three months into my confinement, I started to believe that my little heart, whatever made me Britney, was no longer inside my body anymore. Something bigger must have been carrying me through, because it was too much for me to bear alone. I look at the fact that I survived and I think, ""that wasn't me; that was God.""",06-11-2023,many time scared speak afraid somebody would think crazy ive learned lesson hard way speak thing youre feeling even scare tell story raise voicewhat heartbreaking story whatever feel britney memoir make understand empathy thing made headline life took little bit get though people believed going ghostwritten believe editor tried keep raw voice jump around little bit flow feel authentically britney got point couldnt put downand part put difficult read went throughi dont think look past interview performance wish bestin speaking family forced mental health facility refusing second tour vega wanting change dance move performancegod must period time three month confinement started believe little heart whatever made britney longer inside body anymore something bigger must carrying much bear alone look fact survived think wasnt god
2,The Woman in Me,eaea2ab37288945d63173beddf5680a39c37672c4386d6abd489fce37730cf75,5,"The media could not be loaded. I personally have been in the same exact situations as some of these in Britney’s memoir. My son’s father illegally withheld my son from me for 72 days when I have primary physical custody and sole legal custody. The police won’t take a child from a parents care regardless of court order! The court system is a joke and didn’t help at all. I am an unemployed single mother, so I didn’t have a lawyer and no one in my family would help me because my parents don’t have that kind of money and my nana and pop passed away. (All I have) It wasn’t until I filed an emergency hearing after all my other petitions were denied, to finally be seen at court to get my son back. The father even then refused so eventually after educating myself online for 65 days and countless hours of research, I made a petition asking the judge for police to use force as necessary to ensure I get my son back this time. A little more than a week later the judge granted it. The pain, emotional turmoil, absolute defeat, despair, depression, anxiety, grief, guilt, helplessness, and being put down by everyone you thought was family and loved you. I didn’t do anything wrong either. I had my son 24/7 with NO help from anyone, his whole 5 years of life. Working side jobs taking care of an old woman and cleaning dirty toilets to provide what he needed. Those sleepless nights crying wondering why this happened, what your child is thinking or being told, if he thinks he was abandoned when you’re showing up with police escorts and every day fighting to get your child back, but your son doesn’t know that! In my situation, that whole petty situation was over my jealous sister trying to get me kicked out to take my room (master bedroom, my sons bedroom, and a master bathroom) I spent $7,000 renovating (old neglected house) and the father not wanting to pay child support, so they ganged up on us to be vindictive at the stake of my sons emotional and mental well-being. ($170 every two weeks only visits dad 6-8 days a month depending on how many weeks are in the month) People are CRUEL! You are only as good as you are giving. Once your hand closes, you will have NO ONE! My son is still struggling 5 months later with the emotional turmoil from the trauma they caused him. He’s having outbursts in school because of the trauma! I still am also traumatized every time his visitation at his father comes. I worry I’ll never see my child again, and yes sometimes it makes me want to hide him too! For anyone to judge you and your choices when you were literally helpless walking through the gates of hell and trembling with every step, taking every single low blow, and still not giving up. Doing it all alone, no help! Evil experiences almost always revolve around MONEY and EVIL PEOPLE! You are INVINCIBLE! No one will ever understand until they walk in those shoes. Don’t you ever underestimate your resilience and strength. You are strong, you are amazing, you are beautiful, you can do it! What those people did to you, that were supposed to love you but instead used you to profit off your hard work, prosperity, and dedication, I hope karma comes for them HARD. I can not imagine the trauma you have been through, especially living under a microscope with hundreds of dangerous paparazzi men hungry for money and seeing your grief and pain, profiting off your downfall when you were on top of the world, chasing you and your children around with such disrespect and disregard to how that would affect your children and your emotional and mental health, is disgusting. You were put in fight or flight mode, given ptsd, betrayed, and locked up like a prisoner. While everyone took all of your money you worked hard for, building your empire for the family you always dreamed of creating. Please stay strong, and keep fighting for your happiness. You deserve to live the life of your wildest dreams, you deserve to be the happy woman that got to enjoy doing what she loved! You deserve to do what you want when you want! You are worth it! You know who you are, what you’ve done, and what YOU ARE CAPABLE OF! Now pick up that crown 👑 QUEEN OF POP, scream you WON’T GIVE UP, and WIN!🤟🏻❤️🥳😘",01-11-2023,medium could loaded personally exact situation britney ’ memoir son ’ father illegally withheld son 72 day primary physical custody sole legal custody police ’ take child parent care regardless court order court system joke ’ help unemployed single mother ’ lawyer one family would help parent ’ kind money nana pop passed away ’ filed emergency hearing petition denied finally seen court get son back father even refused eventually educating online 65 day countless hour research made petition asking judge police use force necessary ensure get son back time little week later judge granted pain emotional turmoil absolute defeat despair depression anxiety grief guilt helplessness put everyone thought family loved ’ anything wrong either son 247 help anyone whole 5 year life working side job taking care old woman cleaning dirty toilet provide needed sleepless night cry wondering happened child thinking told think abandoned ’ showing police escort every day fighting get child back son ’ know situation whole petty situation jealous sister trying get kicked take room master bedroom son bedroom master bathroom spent 7000 renovating old neglected house father wanting pay child support ganged u vindictive stake son emotional mental wellbeing 170 every two week visit dad 68 day month depending many week month people cruel good giving hand close one son still struggling 5 month later emotional turmoil trauma caused ’ outburst school trauma still also traumatized every time visitation father come worry ’ never see child yes sometimes make want hide anyone judge choice literally helpless walking gate hell trembling every step taking every single low blow still giving alone help evil experience almost always revolve around money evil people invincible one ever understand walk shoe ’ ever underestimate resilience strength strong amazing beautiful people supposed love instead used profit hard work prosperity dedication hope karma come hard imagine trauma especially living microscope hundred dangerous paparazzo men hungry money seeing grief pain profiting downfall top world chasing child around disrespect disregard would affect child emotional mental health disgusting put fight flight mode given ptsd betrayed locked like prisoner everyone took money worked hard building empire family always dreamed creating please stay strong keep fighting happiness deserve live life wildest dream deserve happy woman got enjoy loved deserve want want worth know ’ done capable pick crown 👑 queen pop scream ’ give win🤟🏻❤️🥳😘
3,The Woman in Me,9e554d1ebb53e03ec42b99ae5842c8a7309af90010bc510dd71622d13cfe9dee,5,"I have been a fan of Britney's music since the '00s. She is just a couple years older than me. I didn't love how she dressed or how sexy she was on the TV screen, because I felt like I was expected to look and act just like her - at the time. She definitely influenced fashion and hair and young women's actions. However, that is not entirely her fault.The paparazzi was INSANE around her. There were so many tabloids and photos taken of her throughout the years that by the time I reached age 17 or 18, I refused to purchase or even PICK UP a magazine while standing at the store checkout- in solidarity with Britney. What they did to her was disgusting, invasive and abusive. It makes my skin crawl, just thinking about it.But, her music was fire. The mixture of dub step rhythms with her music was so fun and energetic. I still listen to it from time to time and dance.The book was written pretty simply. You can see that she has done some therapy and has gained some insight into her life, her history. She is trying to understand why she did the things she did and why she trusted those she trusted. The kinds of betrayals she has endured in the past two decades will need some serious CBT to re-write those neuropathways into a healthier train of thought.Our society is still learning what entails ""abuse"" and what does not. I've definitely felt my share of emotional and psychological abuse. It hangs inside of your thoughts long after you've stopped being around those people. You must be constantly diligent to stop those negative thoughts toward yourself and to re-write what your mind says to you. You hear what your mind tells you WAY more often than you hear negative words from others. You are with YOU 100% of the time. There's nowhere to run. So, you need to become your own best friend.I hope this book was written by her and that she is receiving the payments from purchases. I hope that she wrote it and it was done with her consent. I find the timing of the release of this book crucial- but, maybe if I was released from ""prison"", I would run to publish my side of the story, too. I would have probably been writing in journals the entire time.I hope she heals. She seems to be on her way. I hope she simplifies her life and stops letting outsiders inside of her mind. The book was easy to read, doesn't get TOO DEEP into her psyche. It is very surface level. She is TELLING her story. it's not super deep or introspective or thought provoking in any particular way. I am definitely confused as to why the conservatorship was done in the first place, and then held for 13 years- but I was already informed about that before the book. I read the book in 2 and 1/2 hours.Many times, I wished that she would tell more details of one story or other. But, so much of her life has been an invasion of privacy, that I understand maybe she doesn't want to allow more than just the surface level story out there. It's her choice.",25-10-2023,fan britneys music since 00s couple year older didnt love dressed sexy tv screen felt like expected look act like time definitely influenced fashion hair young woman action however entirely faultthe paparazzo insane around many tabloid photo taken throughout year time reached age 17 18 refused purchase even pick magazine standing store checkout solidarity britney disgusting invasive abusive make skin crawl thinking itbut music fire mixture dub step rhythm music fun energetic still listen time time dancethe book written pretty simply see done therapy gained insight life history trying understand thing trusted trusted kind betrayal endured past two decade need serious cbt rewrite neuropathways healthier train thoughtour society still learning entail abuse ive definitely felt share emotional psychological abuse hang inside thought long youve stopped around people must constantly diligent stop negative thought toward rewrite mind say hear mind tell way often hear negative word others 100 time there nowhere run need become best friendi hope book written receiving payment purchase hope wrote done consent find timing release book crucial maybe released prison would run publish side story would probably writing journal entire timei hope heals seems way hope simplifies life stop letting outsider inside mind book easy read doesnt get deep psyche surface level telling story super deep introspective thought provoking particular way definitely confused conservatorship done first place held 13 year already informed book read book 2 12 hoursmany time wished would tell detail one story much life invasion privacy understand maybe doesnt want allow surface level story choice
4,The Woman in Me,4795e19c3660f232dd519252ac99d99fd53e23c7cf9a5ef68f490840d327e6df,5,"Whether or not you’re a fan, it’s a great read. Britney takes you in her world and shares her perspective of how hateful the tabloid, tv hosts, and paparazzi was, and still is, to her. The vile, hateful, ignorant comments towards her that people got away with in the 2000’s is incomprehensible really. All the while she stood tall taking every blow and silently suffered through it. She was always perceived as dumb but I never thought that, she carried herself with dignity and gave everyone respect even if they didn’t reciprocate it. From what I’ve gathered by reading her words, she didn’t have a enough people in her corner looking out for her. The struggles she shared about motherhood I felt so connected to, it’s difficult enough experiencing it in the comfort of your own home with people who love you and care about you, but to experience that all while the world was watching and scrutinizing everything you do seems agonizing. Society still sets impossible standards for women and mothers. But men can do something as simple as take their kids to school and be sung as heroes. The judgment you feel amongst your own community of fellow parents is hard and can really make you second guess yourself as a parent, but on the scale of a celebrity, it seems impossible to do any good or anything right. I can’t ever imagine putting my kid through any of the horrible experiences her own family put her through. But not everyone is fit to be a parent, and from what I’ve read her parents fit that mold very well. Overall it is an exceptionally well written book and full of quirky humor that sheds a warm light on the Britney I grew up watching, loving, and admiring. Her strength and grit is unmatched. I hope this gives her solace and she thrives from this point on to find herself.",01-11-2023,whether ’ fan ’ great read britney take world share perspective hateful tabloid tv host paparazzo still vile hateful ignorant comment towards people got away 2000 ’ incomprehensible really stood tall taking every blow silently suffered always perceived dumb never thought carried dignity gave everyone respect even ’ reciprocate ’ gathered reading word ’ enough people corner looking struggle shared motherhood felt connected ’ difficult enough experiencing comfort home people love care experience world watching scrutinizing everything seems agonizing society still set impossible standard woman mother men something simple take kid school sung hero judgment feel amongst community fellow parent hard really make second guess parent scale celebrity seems impossible good anything right ’ ever imagine putting kid horrible experience family put everyone fit parent ’ read parent fit mold well overall exceptionally well written book full quirky humor shed warm light britney grew watching loving admiring strength grit unmatched hope give solace thrives point find
5,The Woman in Me,6b3c43b5ead835addcb69d70ed240a72e1085c299e854dc5ec425bb72f794762,5,"I had to finish the book in a week, because I needed breaks. Although it's a quick-read - it reads lyrical, like her music, very catchy and vivid, it's dark, like the color of the cover.If everything stated in the memoir is true, shouldn't her father and his posse be arrested, or at least sued for fraud or abuse?Is it just me or do her parents resemble Jefferey Epstein and Ghislane Maxwell who kept Britney as a ""sex slave"" for 13 years, just to use her body to create cash flow?Why is it when she's flying solo the families fell apart (parents divorced, sister tried to disown them), and when she's under conservatorship her family got reunited (parents got back together, watching Criminal Minds every night; and sister and father bonded).When she became an icon, she became a ""thing"" people would judge or vent on. She never had a life, and because of that, her growth, or womanhood, was stunted. She talked about what meant ""everything"" to her, music, family, sons..., It's saddening to learn that, in the end, the simple desires of having ""everything"" almost killed her. It became worse when she had no one to help. Or maybe people were just preoccupied with their own struggles, as always.Among her ordeal, she noted people she drew inspirations from, Madonna, J.Lo, Reese Witherspoon..., and the ""woman"" in her that had been suppressed for decades.That's what happened. Not fair and horrific. Her kind soul and eager for happiness eventually set her free from imprisonment. Hope she will make up and catch up with life.",06-11-2023,finish book week needed break although quickread read lyrical like music catchy vivid dark like color coverif everything stated memoir true shouldnt father posse arrested least sued fraud abuseis parent resemble jefferey epstein ghislane maxwell kept britney sex slave 13 year use body create cash flowwhy shes flying solo family fell apart parent divorced sister tried disown shes conservatorship family got reunited parent got back together watching criminal mind every night sister father bondedwhen became icon became thing people would judge vent never life growth womanhood stunted talked meant everything music family son saddening learn end simple desire everything almost killed became worse one help maybe people preoccupied struggle alwaysamong ordeal noted people drew inspiration madonna jlo reese witherspoon woman suppressed decadesthats happened fair horrific kind soul eager happiness eventually set free imprisonment hope make catch life
6,The Woman in Me,3d17d18c7307728318c30c6ed56e6e7d22ea94775a7c3ac1b00e2f82affa4c11,5,"The world has had access to Britney Spears' memoir for one week and bookstagram is flooded with opinions and reviews. But since this is the latest KAYCE 5 STAR I have to tell you why and leave you MY full review:I've been a Britney fan since day one and have seen the relentless paparazzi coverage of her for 20 years. Everyone has an opinion on Britney, judge her and think they know everything based on what they've seen in magazines and online. Finally speaking for herself, this memoir tells us about all those stories we think we knew but from HER perspective.While the memes and reels about Justin are pretty funny since this came out, Britney went through a very traumatic experience with him (you know the one) and our girl held that in for TWENTY YEARS. And why wouldn't she? That's an incredibly personal decision and all the while, the media villainized her and praised him. I really don't care what Justin thinks about Britney's revelations. He made his choices then and she's making her choices now. Never once does she victimize herself but simply tells us how she felt through all the ups and downs. Personally and professionally.You get fun stories too about her favorite album, favorite performances, celebs she admires and more. Britney admits she is not good at fame (girl, we know and none of us would be either). If Britney never gets on another stage for the rest of her life I wouldn't blame her for one second. But given how healing music is for her, I wouldn't be surprised if we got more music one day. And if it's on her terms I bet it will be the best she's ever released.Since THE WOMAN IN ME is just 275 pages I thought it would feel short and unfinished but she did a great job recapping up to present day. She's so brave and stronger than she realizes and her love for her sons is on every page. Cheers to Britney, may she continue to heal and surround herself with people who love her and don't want to use or exploit her. She still has her beautiful heart despite everything and I think that's a huge testament to her strength.Highly recommend my bestie's memoir. 5 stars!",31-10-2023,world access britney spear memoir one week bookstagram flooded opinion review since latest kayce 5 star tell leave full reviewive britney fan since day one seen relentless paparazzo coverage 20 year everyone opinion britney judge think know everything based theyve seen magazine online finally speaking memoir tell u story think knew perspectivewhile meme reel justin pretty funny since came britney went traumatic experience know one girl held twenty year wouldnt thats incredibly personal decision medium villainized praised really dont care justin think britneys revelation made choice shes making choice never victimize simply tell u felt ups down personally professionallyyou get fun story favorite album favorite performance celebs admires britney admits good fame girl know none u would either britney never get another stage rest life wouldnt blame one second given healing music wouldnt surprised got music one day term bet best shes ever releasedsince woman 275 page thought would feel short unfinished great job recapping present day shes brave stronger realizes love son every page cheer britney may continue heal surround people love dont want use exploit still beautiful heart despite everything think thats huge testament strengthhighly recommend besties memoir 5 star
7,The Woman in Me,88c6c3302b80ef7216bbfa3d7e65afc9f6749d4df2840da1e37d9bc98aa9cbf5,5,"I absolutely adored every minute of this audiobook! While the stories are heart-wrenching and even somewhat uncomfortable to hear, you have to admire the sheer amount of bravery and fortitude it took for Britney to finally sit down and tell her side of the story. Is it the, as a court would say, ""the whole truth, and nothing but the truth?"" We'll never know, because we are the outside spectators to these stories, many of which we're only hearing for the first time. Many of the stories that are contained within these pages are so steeped in lore and speculation that discerning the actual truth would be about as likely as proving the existence of God or coming up with a satisfactory solution to the abortion issue. What is true about this book, however, is that its existence will allow for a bigger conversation to take place, not just around the issues of mental health, but of the sensationalization of media coverage, the brutal realities of being a ""wind-up doll"" for public consumption, and the ethics of a mental health conservatorship. I applaud Britney, as well as Michelle Williams, for both bringing this book, and these stories, to both light and life. I recommend that anyone who has ever been curious about Britney's life, or any of the other concepts I've mentioned, read this book immediately and often!",02-11-2023,absolutely adored every minute audiobook story heartwrenching even somewhat uncomfortable hear admire sheer amount bravery fortitude took britney finally sit tell side story court would say whole truth nothing truth well never know outside spectator story many hearing first time many story contained within page steeped lore speculation discerning actual truth would likely proving existence god coming satisfactory solution abortion issue true book however existence allow bigger conversation take place around issue mental health sensationalization medium coverage brutal reality windup doll public consumption ethic mental health conservatorship applaud britney well michelle williams bringing book story light life recommend anyone ever curious britneys life concept ive mentioned read book immediately often
8,The Woman in Me,43959ff6ee7dd7dc8f4a236b1a6d00828c56db99fc2dc3243d6e718bc3923fc8,5,"Her life and story told in her words. Britney Spears has had an expansive career and her face has been splattered on many covers of magazines accompanied by stories that photos and showed whatever it took to make those people rich. They were never telling her story.Britney tells the story of her life with raw honesty. She speaks of happiness, joy, sadness, trauma, love, rejection, rumors, heartache, and being used by so many people around her. People who should have loved, protected, and guided her. Her early days when she truly felt joy in the music and dance. How that became an escape for her. She talks about her love life, setting records straight. There is no finger-pointing or blame. Just the truth about who she loved, how she loved, and her dreams for life.She talks about her boys. In a way that all mothers can relate to. Her desperation to just be able to see them, to be able to be with them. How they were used as a weapon. Used to get her to perform. Her experiences with the paparazzi how relentless and cruel they were. As a mother, I can't imagine what I would have done. Especially with newborns and having PPD.She speaks about the conservatorship. She shares the horrible things her father put her through. The fear. She asks over and over again. Why am I under this conservatorship, yet I am still working. Making money, supporting people. Why was she? A woman who wasn't able to make the simplest of choices for herself, for her body.This memoir is a quick read. It isn't Hollywood gossip. It is a story of a woman who is moving on in her faith, a survivor.I pray she finds the peace that she truly seeks.",25-10-2023,life story told word britney spear expansive career face splattered many cover magazine accompanied story photo showed whatever took make people rich never telling storybritney tell story life raw honesty speaks happiness joy sadness trauma love rejection rumor heartache used many people around people loved protected guided early day truly felt joy music dance became escape talk love life setting record straight fingerpointing blame truth loved loved dream lifeshe talk boy way mother relate desperation able see able used weapon used get perform experience paparazzo relentless cruel mother cant imagine would done especially newborn ppdshe speaks conservatorship share horrible thing father put fear asks conservatorship yet still working making money supporting people woman wasnt able make simplest choice bodythis memoir quick read isnt hollywood gossip story woman moving faith survivori pray find peace truly seek
9,The Woman in Me,6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d,5,"I bought the book thinking it would arrive before I left for vacation. It didn’t, so I bought the audiobook as well.I listened to the audiobook non-stop. I felt every little bit of feeling listening to Michelle Williams read Britney’s memoir. Britney’s life is poignant, utterly devastating, and full of love and hope all at the same time. I’ve been a Britney fan since Baby One More Time. Her music brings about feelings of nostalgia from my youth, and she reminds me of everything good from that time in the early 2000’s. I saw and read in the media back then how Britney was portrayed, and how relentlessly the paps chased her, like Britney said, like she wasn’t “human.” It was a daily thing, and I felt so devastated for Britney. People criticized her, destroyed her image, all that. Ahhh, I cried listening to this memoir. I have nothing but respect and love for Britney. She is one strong woman for coming out in one piece after what her father and the rest of her family did to her. You can feel how much Britney loves her boys, and as a parent myself, I would do anything for my kids, just as she. Britney, you are an inspiration for strength, resilience, love and hope. Girl, do not stop being you. I love you, and I will, and the rest of your loyal fans will have your back no matter what!!!❤️❤️❤️",28-10-2023,bought book thinking would arrive left vacation ’ bought audiobook welli listened audiobook nonstop felt every little bit feeling listening michelle williams read britney ’ memoir britney ’ life poignant utterly devastating full love hope time ’ britney fan since baby one time music brings feeling nostalgia youth reminds everything good time early 2000 ’ saw read medium back britney portrayed relentlessly pap chased like britney said like ’ “ human ” daily thing felt devastated britney people criticized destroyed image ahhh cried listening memoir nothing respect love britney one strong woman coming one piece father rest family feel much britney love boy parent would anything kid britney inspiration strength resilience love hope girl stop love rest loyal fan back matter what❤️❤️❤️
